Reviewed_Status,Most_Recent_Status,Source,Net_Yield,IRR
 Closed,Pending,Opendoor,6.65,24.07
Accepted Offer,Pending,Bulk,19.72,7.42
New,Pending,Auction.com,5.06,5.73
Neww,Pending,M L S,6.08,14.26
New,Kick,M.L.S.,11.92,5.07
 Closed,Always Kick,Auction.com,16.16,15.61
Offered,Pending,M L S,10.72,7.51
 Closed,Pending,Auction.com,13.68,11.71
New,Pending,M L S,19.99,6.44
Accepted Offer,Cancelled,Opendoor,14.5,13.47
 Closed,Close, MLS,6.45,14.07
Reviewed,Pending, MLS,5.01,21.77
 Closed,Pending,Broker,2.43,24.04
Closed,Cancelled, MLS,17.23,7.46
Offered,Close,Bulk,4.51,6.12
Cancelled,Available, MLS,15.51,19.58
Closed,Pending,Bulk,6.16,7.5600000000000005
Neww,Cancel,Internal,12.36,11.94
 Closed,Available,Broker,15.78,24.75
Neww,Available,Opendoor,13.33,11.16
Accepted Offer,Pending,Auction.com,4.88,7.18
Offered,Available,Bulk,11.93,6.62
 Closed,Cancelled,Auction.com,5.12,7.44
Reviewed,Cancelled,Auction.com,8.36,15.06
Closed,Always Kick,Broker,5.89,29.36
 Closed,Pending, MLS,12.36,13.79
Accepted Offer,Close,M L S,17.92,19.77
 Closed, Close ,M L S,15.45,23.53
Neww,Pending, MLS,10.56,5.57
 Closed,Pending,Bulk,6.08,16.68
Cancelled,Close,M L S,14.47,28.86
Reviewed,Pending,M L S,14.59,6.25
Reviewed, Close ,M.L.S.,18.13,21.64
Cancelled,Available,M L S,4.3,19.35
 Closed,Kick,Internal,4.64,12.26
Offered,Cancelled,Internal,5.77,13.79
Accepted Offer,Close,Auction.com,9.83,24.52
Closed,Pending,Opendoor,13.18,5.47
Closed,Pending,Bulk,18.14,14.44
Neww,Close,Opendoor,10.34,18.58
Neww,Cancel,M L S,12.81,10.82
 Closed,Close,Broker,6.64,27.22
Neww,Kick,Internal,19.78,27.59
New,Pend,Auction.com,9.19,20.15
 Closed,Closed,Internal,4.49,11.87
Cancelled,Available,M.L.S.,15.91,26.05
Offered, Close ,Internal,5.57,7.48
Reviewed,Closed, MLS,15.3,19.34
 Closed,Pending,M.L.S.,15.33,26.51
Offered, Close ,Internal,3.23,11.18
Offered,Cancelled,Bulk,17.51,25.71
Cancelled,Pending,Auction.com,15.03,17.3
 Closed,Pend,Bulk,9.9,6.66
Closed,Pending,Auction.com,5.21,29.51
Reviewed,Closed, MLS,14.35,20.17
 Closed,Cancel, MLS,11.54,14.22
Reviewed,Pending,Auction.com,4.29,20.44
Accepted Offer,Available,Auction.com,13.26,16.17
Reviewed,Kick, MLS,12.96,6.2
Offered,Close,Auction.com,13.46,11.57
 Closed, Close ,Opendoor,16.52,6.08
 Closed,Available,M L S,5.77,12.1
Reviewed,Cancelled,Broker,13.92,29.72
 Closed,Cancel,Auction.com,11.96,17.98
Closed,Cancelled,Auction.com,12.53,11.92
Closed,Close, MLS,16.61,9.17
Cancelled,Always Kick,M.L.S.,15.48,25.12
Reviewed,Pending,Bulk,3.6,20.77
Accepted Offer,Cancel,Internal,10.83,24.23
Accepted Offer,Available,M.L.S.,14.16,16.18
Neww,Pending,M L S,2.59,28.5
New,Always Kick,Internal,6.99,27.55
Closed,Cancel, MLS,11.47,5.88
Cancelled,Closed,M.L.S.,15.91,8.89
Offered,Pending,Bulk,8.32,6.83
 Closed,Cancel,Internal,17.14,8.6
 Closed,Available,M.L.S.,8.25,6.88
Reviewed,Closed,M.L.S.,15.79,25.72
 Closed,Close,Auction.com,4.63,9.54
Cancelled,Kick,Opendoor,16.29,6.31
Reviewed,Kick, MLS,11.12,26.0
 Closed,Pending,Bulk,18.42,14.87
 Closed,Pending,Auction.com,7.72,26.61
 Closed,Closed,M L S,11.29,14.05
Closed,Pending,Internal,6.64,19.4
New,Pending,M L S,9.91,29.89
 Closed,Pending,M L S,3.71,5.94
Neww,Pending,M L S,12.27,18.22
 Closed,Kick, MLS,3.33,5.59
Offered,Pending,Opendoor,19.8,11.35
Closed,Cancel,M L S,16.62,29.68
 Closed,Pending,Auction.com,7.67,11.25
 Closed, Close ,Opendoor,2.69,9.9
Neww,Kick,Bulk,5.66,23.17
 Closed,Pending,M L S,16.7,9.98
 Closed,Close,Auction.com,7.03,8.61
Cancelled,Kick,Bulk,19.38,14.98
Offered,Closed,Bulk,10.8,9.13
Reviewed,Kick, MLS,6.01,10.46
 Closed,Close,Auction.com,16.88,10.16
 Closed,Closed, MLS,16.72,20.11
 Closed,Pending,Internal,18.31,13.56
Neww, Close ,Bulk,6.84,9.17
Reviewed,Pend, MLS,4.76,12.57
 Closed,Kick,Internal,10.04,24.62
Closed,Pending,Auction.com,16.62,27.96
Neww,Pending,Internal,15.82,13.13
 Closed,Close,Bulk,7.27,26.02
New,Available,M.L.S.,9.59,20.41
Accepted Offer,Closed, MLS,3.51,17.64
Neww,Cancel,M L S,9.59,12.58
Reviewed, Close ,M.L.S.,6.09,22.29
New,Available,Auction.com,16.5,25.57
New,Pending,Internal,6.36,29.52
Reviewed,Close,M L S,14.86,26.82
Cancelled,Closed,M.L.S.,7.39,11.09
 Closed,Kick,Broker,12.52,12.64
Accepted Offer,Available,Bulk,8.87,22.85
Neww,Pending,Internal,11.5,15.97
Neww,Kick,Internal,5.02,11.88
Reviewed,Pending,Bulk,16.03,26.92
 Closed,Close, MLS,2.41,13.35
Accepted Offer,Close, MLS,13.91,14.85
 Closed,Always Kick,Internal,12.42,17.23
Offered,Pending,Broker,3.34,13.96
Reviewed,Cancelled,M.L.S.,16.05,20.89
Reviewed,Pending,Bulk,19.6,12.16
Closed,Pending,M.L.S.,18.67,18.95
Neww,Pending,M.L.S.,12.75,29.24
Neww,Close, MLS,13.42,9.63
Reviewed,Pending,Opendoor,3.87,12.36
 Closed,Closed,Broker,13.84,25.21
Neww,Pending,Opendoor,19.38,5.55
New, Close ,M.L.S.,15.73,14.87
Closed,Kick,Bulk,9.75,24.52
 Closed,Cancel,Opendoor,11.49,29.67
 Closed,Cancel, MLS,16.72,25.63
 Closed,Pend,Opendoor,10.13,15.94
Neww,Cancelled,Auction.com,7.76,16.82
Closed,Pending,M.L.S.,11.25,29.94
New,Cancelled,M.L.S.,10.16,29.95
Closed,Available,Broker,14.54,14.89
Neww,Cancelled,M.L.S.,15.28,29.38
Reviewed,Always Kick, MLS,8.44,20.38
Cancelled,Pending,M L S,16.12,16.66
Neww,Closed, MLS,19.29,24.53
Closed, Close ,Opendoor,7.1,17.27
 Closed, Close ,Internal,15.74,7.69
New,Pending,Internal,15.99,9.41
 Closed,Pending,Opendoor,13.41,19.07
Cancelled,Cancel,Internal,8.04,26.7
 Closed,Kick,Auction.com,4.7,25.25
Accepted Offer, Close ,Opendoor,10.26,15.55
 Closed,Closed,Bulk,16.44,8.87
Closed,Pend,Broker,12.64,11.7
Reviewed,Cancel,Internal,3.81,13.88
 Closed,Available, MLS,19.6,7.87
Offered,Pending,Bulk,4.54,25.8
Neww,Available,M.L.S.,16.26,21.74
Neww,Cancel,Opendoor,15.82,5.76
Cancelled,Pend,Internal,8.77,14.6
 Closed,Available,M L S,2.98,17.94
Closed, Close ,Opendoor,13.46,23.84
 Closed,Close,Auction.com,19.97,13.78
New,Pend,M.L.S.,16.13,24.81
New,Pending,M L S,3.9699999999999998,23.11
 Closed,Pending,Internal,5.99,13.87
Accepted Offer,Cancelled,Opendoor,3.71,8.86
 Closed,Cancelled,Internal,3.0,19.8
 Closed,Kick,Opendoor,12.92,17.08
Cancelled, Close ,Auction.com,6.26,18.76
Cancelled,Pending, MLS,3.1,9.0
Neww,Available,Internal,4.91,28.05
 Closed,Kick,M L S,7.0,24.13
Offered,Pending,Internal,10.92,5.71
 Closed,Available,Internal,11.07,28.8
 Closed,Available,Bulk,14.83,13.8
New,Pending,Auction.com,16.19,7.89
New,Cancel,Broker,15.67,19.59
Neww,Close,M L S,5.8100000000000005,6.99
New,Always Kick,Internal,18.4,9.42
Cancelled,Pending,Internal,7.27,28.87
Cancelled,Close,Broker,3.41,21.68
 Closed,Cancel,Auction.com,16.12,23.22
 Closed,Cancel,Broker,7.67,8.99
Offered,Pending,Bulk,3.2800000000000002,16.63
New, Close ,Auction.com,12.2,16.98
Cancelled,Pending,Opendoor,11.42,19.4
Offered,Kick,M.L.S.,6.74,7.01
Offered, Close ,Broker,2.67,23.94
Accepted Offer,Pend,Broker,6.6,17.29
Neww,Close,M.L.S.,2.2,29.26
 Closed,Pending,Auction.com,14.38,22.74
Closed,Pending, MLS,3.43,5.54
New,Pending,Bulk,4.49,28.21
Cancelled,Cancel,Broker,9.54,26.37
Offered, Close ,Broker,9.14,21.75
Cancelled, Close , MLS,10.29,24.91
 Closed,Kick, MLS,18.35,25.81
 Closed,Kick,Internal,5.03,18.19
Cancelled,Pending,Bulk,6.18,14.71
New,Pending,Auction.com,17.5,28.92
 Closed, Close ,M L S,17.98,19.53
Reviewed, Close ,Internal,14.5,5.73
Closed,Kick,Broker,18.49,25.58
Cancelled,Pending,M.L.S.,3.8200000000000003,28.78
 Closed,Always Kick,M.L.S.,12.49,24.26
Closed,Pend, MLS,18.34,14.95
Accepted Offer,Cancel,Bulk,2.84,14.27
Closed,Cancel,Auction.com,16.74,25.74
Cancelled,Available, MLS,15.57,14.93
Cancelled,Pending,Auction.com,15.21,21.78
 Closed,Pending, MLS,17.3,21.42
Neww,Kick,M.L.S.,16.13,12.77
Cancelled,Always Kick,Auction.com,19.45,25.37
Reviewed,Pend,M.L.S.,17.27,22.66
 Closed,Pend,M L S,10.47,15.16
Offered,Close,Opendoor,4.5600000000000005,22.72
New,Closed,Broker,6.18,19.92
Neww,Close,Auction.com,2.95,27.5
New, Close ,M.L.S.,4.58,29.72
 Closed,Close,M.L.S.,11.66,29.35
 Closed,Available,M L S,6.07,10.29
 Closed,Pending, MLS,9.28,29.33
Neww,Pending,Broker,18.47,5.14
Reviewed,Pending,Opendoor,2.79,22.43
New,Cancel,Opendoor,7.18,16.94
Reviewed,Kick,Auction.com,15.77,18.84
 Closed,Available,Internal,18.22,14.49
 Closed,Close,Auction.com,7.59,7.18
Reviewed,Cancelled,M.L.S.,9.11,26.19
Neww,Pending,Opendoor,7.24,28.75
Offered, Close ,Broker,16.36,12.4
Reviewed,Closed,Internal,2.68,10.02
Reviewed,Always Kick,Bulk,6.12,22.15
 Closed,Available,M L S,10.71,12.79
Offered,Available,Bulk,10.46,22.47
 Closed,Always Kick,Auction.com,4.91,24.3
Reviewed,Cancelled,Broker,9.58,19.4
Neww,Always Kick,Broker,19.43,26.07
Accepted Offer,Always Kick,M.L.S.,2.52,19.17
 Closed,Always Kick,M L S,14.8,10.18
Cancelled,Always Kick,Internal,2.8,16.87
Reviewed,Closed,Bulk,10.57,27.68
Accepted Offer,Available,Broker,16.74,11.91
Cancelled,Pending,Broker,14.49,6.99
Offered,Kick,Bulk,16.82,9.55
 Closed,Close,Bulk,17.21,22.05
Offered,Kick,Broker,5.89,28.15
Accepted Offer,Pend,Bulk,4.06,6.48
Neww,Close,Opendoor,16.87,16.23
 Closed,Pend,Broker,2.81,19.34
Reviewed,Close,M.L.S.,13.21,20.75
Accepted Offer,Pending,Bulk,16.31,26.28
Offered,Pending,M.L.S.,7.96,5.6
Offered,Close, MLS,6.39,7.14
Cancelled,Pending,M.L.S.,4.39,11.96
Neww,Close,Bulk,4.2,22.04
Reviewed,Closed, MLS,13.54,24.04
New,Cancelled,Bulk,15.25,28.98
Accepted Offer,Close, MLS,10.78,6.35
Closed,Pending,Auction.com,11.76,17.28
New,Cancel,Bulk,12.42,19.89
Closed,Kick, MLS,12.48,24.94
Cancelled,Pending,Opendoor,5.5600000000000005,25.76
Closed,Cancel,Auction.com,17.81,20.3
Reviewed,Cancel,Internal,15.04,19.42
Offered,Pending,Bulk,11.24,21.94
 Closed,Cancelled,M L S,19.17,14.16
New,Pending, MLS,13.32,24.04
Offered,Pending,M.L.S.,8.8,17.19
Accepted Offer,Always Kick,Broker,7.98,7.01
Accepted Offer,Cancelled,Opendoor,19.92,17.88
Offered, Close , MLS,10.32,20.79
Cancelled,Cancel,Auction.com,12.17,23.82
Neww,Always Kick,Bulk,8.77,11.55
 Closed,Cancelled,Bulk,14.88,8.52
Closed,Pending,M L S,11.22,21.36
 Closed,Pending, MLS,7.19,10.83
 Closed,Cancelled,Auction.com,12.4,28.35
Accepted Offer,Closed,Broker,10.74,28.93
Cancelled,Pending,Internal,18.78,14.74
Neww,Cancelled,Broker,4.78,12.97
New,Cancel,Broker,19.96,27.61
Closed,Close, MLS,7.1,18.55
 Closed,Pending,Auction.com,19.78,13.73
 Closed,Cancel,M.L.S.,11.6,29.6
Reviewed,Pend,M.L.S.,13.43,17.67
Neww,Kick,Bulk,10.87,10.34
Cancelled,Pend,Bulk,5.43,8.76
 Closed,Kick,M L S,7.05,7.12
New,Available,M.L.S.,9.14,27.68
Closed,Kick,Auction.com,18.08,25.58
Neww,Pending, MLS,4.22,29.16
 Closed,Pending,M L S,13.7,10.52
Closed,Close,Opendoor,3.64,20.13
Closed,Pending,M L S,6.38,25.32
Closed, Close ,Internal,4.57,16.36
Offered,Available,Internal,16.8,14.05
 Closed,Closed,M.L.S.,17.82,18.03
Neww,Cancel,M L S,4.42,6.7
Closed, Close ,Bulk,3.05,6.57
Accepted Offer,Cancelled,Opendoor,12.14,14.72
Closed,Pending,Internal,16.07,25.81
Offered,Cancel,Bulk,3.63,16.27
Reviewed,Kick,Broker,18.31,7.08
Reviewed,Close,Auction.com,7.69,5.69
 Closed,Always Kick,Broker,6.13,17.41
New,Pend,M.L.S.,4.7,24.82
 Closed,Cancel,Opendoor,2.2800000000000002,19.07
Offered,Pending,Bulk,18.81,23.8
 Closed,Pending,Auction.com,2.04,18.69
New,Pending,M.L.S.,17.08,24.81
Cancelled,Cancel,M.L.S.,9.17,22.55
Closed,Kick,M.L.S.,15.5,19.89
Reviewed,Pending,Internal,3.48,24.23
Reviewed,Cancelled,Internal,6.34,10.93
 Closed,Pending,Bulk,13.81,15.25
New,Pending,M.L.S.,3.89,6.32
New,Pending,Internal,9.52,25.92
New,Pend,Broker,11.81,5.33
New,Pending,Broker,12.84,24.56
 Closed,Pending,M.L.S.,6.95,10.37
Neww,Pend, MLS,6.51,8.19
 Closed,Cancelled,Auction.com,10.49,11.14
Cancelled,Cancel,Opendoor,3.19,17.98
Closed,Cancel,M L S,13.36,15.18
 Closed,Pending,M.L.S.,4.8100000000000005,21.16
Accepted Offer,Always Kick,M L S,9.64,12.98
Cancelled,Available, MLS,9.56,12.0
Closed,Pending,Auction.com,12.61,18.11
New,Cancel,Broker,15.12,29.87
Offered,Pending, MLS,10.15,11.12
Neww,Cancel,M.L.S.,7.42,23.46
New,Closed,M L S,19.66,17.58
Accepted Offer,Pending,Broker,15.4,22.32
 Closed,Pending,Bulk,8.96,20.45
Closed,Pending,Internal,9.68,17.12
Accepted Offer,Always Kick,M L S,5.34,15.69
 Closed,Pending,Opendoor,12.36,17.18
New,Cancel,Internal,8.61,5.92
Offered,Closed, MLS,11.49,26.52
 Closed,Always Kick,Opendoor,14.03,17.73
Closed,Always Kick,Opendoor,4.7,21.23
Closed,Pend,Internal,12.99,5.64
Accepted Offer, Close , MLS,3.2,20.92
 Closed,Cancelled, MLS,17.69,28.6
Cancelled,Pending, MLS,8.48,15.67
 Closed,Always Kick,M L S,12.26,15.34
Cancelled, Close ,M L S,11.39,26.2
 Closed,Closed,M.L.S.,19.25,22.82
 Closed,Close,Opendoor,16.16,18.09
Reviewed,Available,M L S,13.24,9.9
Accepted Offer,Pending,Bulk,5.75,9.33
Neww,Pend,Broker,7.13,27.51
Cancelled,Close,Internal,12.91,28.18
Offered,Pend,Internal,14.46,10.11
New,Close,M.L.S.,3.7800000000000002,23.65
Offered,Pending,Opendoor,10.47,28.77
 Closed,Pend, MLS,4.15,25.71
Accepted Offer,Kick,Bulk,9.08,15.18
 Closed,Available, MLS,2.09,7.69
Cancelled,Closed,Auction.com,3.2800000000000002,15.32
Offered,Kick,Bulk,6.72,13.63
Accepted Offer,Cancelled,Opendoor,4.69,28.7
Reviewed,Kick,Auction.com,12.61,18.5
 Closed,Kick,Opendoor,18.9,25.89
New, Close ,M L S,7.87,7.63
Accepted Offer,Closed,M L S,3.71,22.06
Accepted Offer,Close,M.L.S.,13.89,12.79
 Closed,Available, MLS,11.7,12.67
Neww,Always Kick,Broker,16.95,20.59
Accepted Offer,Kick,Auction.com,12.87,27.8
Neww,Pending,Internal,17.99,16.87
 Closed,Cancel,M.L.S.,19.44,13.42
 Closed,Cancelled, MLS,6.78,18.49
Neww,Kick,M.L.S.,14.94,10.85
Accepted Offer,Closed,M L S,9.2,10.28
Closed,Kick, MLS,5.59,14.41
 Closed,Closed,M.L.S.,10.89,27.81
 Closed,Cancel,Bulk,5.23,13.46
Accepted Offer,Available,Auction.com,7.73,10.72
 Closed,Pending,Opendoor,17.07,19.87
New,Cancel, MLS,5.52,6.31
 Closed,Pending,Bulk,6.35,17.17
 Closed,Cancel,M.L.S.,8.65,15.29
New,Pend, MLS,12.95,18.15
Cancelled,Kick,Opendoor,13.7,22.4
 Closed, Close ,Broker,14.6,23.61
 Closed,Pend,Internal,9.97,28.62
Offered,Pending,M L S,5.23,11.95
Cancelled,Pend,Internal,4.74,13.66
 Closed,Available,Opendoor,15.5,26.02
Neww,Pending,Internal,14.53,16.25
New,Pending,Auction.com,10.58,5.83
Cancelled,Pending,Opendoor,7.67,7.38
Accepted Offer,Close,Opendoor,17.6,11.87
Offered,Pending,Bulk,2.47,11.05
 Closed,Pend, MLS,11.17,13.08
New,Pending,Bulk,14.05,8.47
Accepted Offer,Pending,Bulk,15.99,5.05
Neww,Pend,Bulk,19.38,8.27
 Closed,Close, MLS,6.3,22.54
 Closed,Close,Internal,14.32,19.69
 Closed,Kick,M.L.S.,17.61,11.13
Cancelled,Close,M L S,12.27,8.68
Accepted Offer,Pending,Broker,14.22,23.69
 Closed,Available,Internal,12.04,28.54
Offered,Kick,Internal,5.94,8.19
New,Cancel,Bulk,2.7199999999999998,23.81
Reviewed,Pend, MLS,6.7,26.64
Reviewed,Pending, MLS,17.62,7.33
Neww,Pend,Broker,5.09,16.7
Closed,Kick,Internal,13.64,8.59
 Closed,Closed,M L S,2.87,11.76
 Closed,Pending,Bulk,8.35,19.19
 Closed,Close,Internal,7.72,8.16
New,Cancelled, MLS,3.52,5.12
 Closed,Pending,Broker,16.63,17.35
 Closed,Cancelled,Auction.com,5.1,24.36
 Closed,Pending,Opendoor,7.0,6.83
Cancelled,Close,Opendoor,19.87,13.45
 Closed,Available,Internal,3.52,25.29
 Closed,Closed, MLS,3.52,29.33
Accepted Offer,Cancel, MLS,7.09,29.11
Accepted Offer,Pending,Internal,17.02,25.75
Offered,Pending,Broker,6.9,17.76
Accepted Offer,Pending,M.L.S.,16.42,9.36
Cancelled,Pending, MLS,2.11,24.39
New,Pending, MLS,9.03,24.46
Closed,Pend,M.L.S.,13.92,21.65
Offered,Pending,M.L.S.,9.02,19.24
 Closed,Always Kick, MLS,2.6,20.59
Cancelled,Cancelled,Bulk,7.41,10.75
Offered,Pend,M L S,6.69,11.19
Offered,Available,M L S,18.72,20.24
 Closed,Pending,M L S,13.8,25.04
 Closed,Cancel,Broker,5.64,26.08
Closed,Cancel,Internal,14.86,13.87
 Closed,Close,M L S,10.96,11.37
Accepted Offer,Pending,Auction.com,19.71,24.18
Offered,Closed,Opendoor,4.4,11.09
 Closed,Pend, MLS,9.61,10.31
 Closed, Close ,M.L.S.,3.71,18.12
Accepted Offer,Closed,M.L.S.,9.04,18.61
Neww,Cancel, MLS,14.39,26.84
 Closed,Pending,M L S,14.94,27.49
 Closed,Pending,Auction.com,13.86,18.88
Neww,Pending,Opendoor,6.09,29.71
Reviewed,Pending,Opendoor,19.84,8.32
New,Pending,Bulk,7.37,24.57
Accepted Offer,Kick, MLS,8.94,20.88
 Closed, Close ,Broker,14.9,24.92
Accepted Offer,Close,M L S,18.02,6.7
Accepted Offer,Pending,M L S,6.86,29.14
Accepted Offer,Pending,M.L.S.,2.06,9.73
 Closed,Available,M L S,7.12,20.75
Neww,Cancel,M.L.S.,18.13,9.3
Cancelled, Close ,Opendoor,19.11,5.22
 Closed,Pending,Broker,15.68,22.81
Offered,Kick,Broker,11.31,22.42
Accepted Offer,Kick,Broker,6.29,14.04
 Closed,Pend,Bulk,15.04,21.43
Neww,Always Kick,M.L.S.,15.63,14.52
Accepted Offer,Cancelled,Bulk,14.77,12.25
Reviewed,Pend,Internal,6.86,14.82
Closed,Always Kick, MLS,10.08,25.45
Offered,Kick,M.L.S.,3.06,9.93
Accepted Offer,Available,M.L.S.,13.56,13.54
Offered, Close ,M L S,7.99,10.18
Offered,Always Kick,Opendoor,10.28,13.38
Closed,Pending,Auction.com,6.99,22.56
Cancelled,Pending,Opendoor,9.64,8.76
Reviewed,Close,M L S,11.38,8.75
Closed,Cancel, MLS,3.29,11.96
Closed,Closed, MLS,3.65,16.21
Closed,Cancel, MLS,8.07,13.86
Cancelled,Close, MLS,13.66,16.55
New,Closed,Auction.com,18.16,9.39
Cancelled,Cancel,Opendoor,11.75,26.76
Cancelled,Pend,Opendoor,7.22,29.56
 Closed,Pending,Internal,16.28,16.2
 Closed,Pending,M.L.S.,7.53,20.52
Offered,Always Kick,Auction.com,14.94,9.63
 Closed,Pending, MLS,12.31,7.05
 Closed,Pending,M.L.S.,15.47,11.12
Cancelled,Available, MLS,2.24,12.04
Accepted Offer,Pending,Opendoor,19.48,23.84
Accepted Offer,Pending,Bulk,4.07,14.3
Reviewed,Closed,Broker,2.2800000000000002,27.29
 Closed,Closed,M L S,9.68,15.04
Cancelled,Always Kick,Bulk,4.94,15.67
Accepted Offer,Close, MLS,13.03,18.85
Neww, Close ,Internal,2.51,11.19
Reviewed,Pending,Auction.com,11.38,22.36
Offered,Pend, MLS,10.81,17.2
 Closed,Pending,Internal,13.92,16.84
Reviewed,Always Kick,Opendoor,14.93,20.58
Offered,Available, MLS,11.81,26.12
Reviewed,Pending,Internal,6.0,27.78
Accepted Offer,Close,Bulk,8.97,14.57
 Closed,Pending,Opendoor,12.1,20.31
 Closed,Available,Broker,8.02,12.36
Accepted Offer,Closed,M L S,15.43,28.63
 Closed,Closed,M.L.S.,13.43,5.77
Cancelled,Cancel,M.L.S.,11.86,19.56
Closed,Cancel,Internal,4.63,7.22
Neww,Closed, MLS,7.04,10.1
Accepted Offer,Pending,Opendoor,11.45,13.06
 Closed,Pend,Internal,12.16,8.47
Neww,Pending,M.L.S.,13.27,22.58
Neww,Pending, MLS,19.98,25.1
Closed,Pending,M.L.S.,11.13,26.42
Neww, Close ,Opendoor,13.66,27.23
 Closed,Cancelled, MLS,12.6,23.14
Offered,Close,Opendoor,2.52,24.99
Cancelled,Pending,Bulk,7.13,27.96
 Closed,Pending, MLS,12.74,15.16
Offered,Pend,Bulk,10.86,18.58
Closed,Kick, MLS,7.1,21.65
New,Cancelled,Auction.com,17.02,26.99
New,Cancelled,Opendoor,8.8,18.71
 Closed,Closed,M.L.S.,11.58,6.89
Closed,Pending, MLS,2.34,14.02
Offered,Close,M.L.S.,19.75,16.71
 Closed,Pending,Internal,10.19,7.17
Neww,Cancelled,Broker,6.35,28.28
Cancelled,Cancel,M L S,16.51,17.91
 Closed,Closed,Broker,8.38,28.57
 Closed,Kick,M L S,5.96,27.56
Accepted Offer,Cancel,Bulk,5.01,11.76
 Closed,Cancelled,Internal,5.85,26.11
 Closed,Pend,Opendoor,7.42,24.98
Closed,Cancelled,M L S,7.87,15.54
New,Close,Internal,13.94,17.11
 Closed,Pending,M L S,14.25,8.59
New,Pending,Bulk,9.24,15.17
 Closed,Kick,Opendoor,19.4,25.7
 Closed,Closed,Broker,15.98,29.66
Reviewed,Always Kick,Opendoor,9.34,13.62
Accepted Offer,Pending,Bulk,12.66,6.84
 Closed,Pending, MLS,18.56,5.96
Neww,Kick,M L S,15.36,10.75
 Closed,Pending,Bulk,2.68,26.68
 Closed, Close ,Auction.com,8.19,6.47
 Closed,Pending,M L S,11.86,6.18
Accepted Offer,Pending,Auction.com,8.07,10.97
 Closed,Pend, MLS,8.12,27.89
Accepted Offer,Pending,Opendoor,3.9699999999999998,25.32
 Closed,Cancel,Opendoor,17.33,12.23
Reviewed,Close,Internal,4.47,19.22
Cancelled,Pend,Broker,5.85,24.93
 Closed,Cancel,M.L.S.,7.95,17.81
Neww,Cancelled,M.L.S.,6.45,6.85
Cancelled,Pending,Internal,11.85,23.64
New,Closed,Auction.com,14.38,24.97
Accepted Offer,Cancelled,Internal,8.81,12.27
Accepted Offer,Pending,M L S,15.66,19.6
 Closed,Kick,Bulk,5.74,26.89
Accepted Offer,Cancelled,Auction.com,3.01,20.07
Neww,Available,Bulk,19.0,16.02
Closed,Cancelled,M L S,3.6,20.62
Neww,Kick,Auction.com,12.2,9.65
Cancelled,Pending, MLS,19.35,6.4
 Closed,Cancel,Bulk,9.77,27.1
Cancelled,Always Kick,Opendoor,3.13,17.61
 Closed,Pending,Bulk,15.66,27.49
Neww,Closed,Bulk,16.46,29.34
Cancelled,Pend,Auction.com,6.01,21.61
Accepted Offer,Pending,M L S,8.83,17.39
New,Available,M.L.S.,18.67,12.05
 Closed,Closed,Internal,10.63,23.81
Closed,Pend,Auction.com,2.52,27.59
 Closed,Close,Bulk,8.64,7.19
Closed,Cancelled,Broker,15.19,13.4
Offered,Kick,M.L.S.,3.16,10.25
Neww,Cancel,Auction.com,8.16,15.39
Reviewed,Cancelled,M.L.S.,9.62,17.83
 Closed,Pending,Internal,12.96,28.88
 Closed,Cancelled,Opendoor,10.33,19.24
New,Pend,M.L.S.,12.06,15.81
Neww,Cancelled,M.L.S.,11.2,10.4
Offered,Available,Auction.com,4.39,17.37
Accepted Offer,Pending,Internal,17.17,13.33
Accepted Offer,Kick, MLS,6.63,8.53
Offered,Available,Internal,4.11,19.03
 Closed,Pend,Internal,12.38,15.42
 Closed,Pending,Broker,5.25,10.9
Accepted Offer,Closed,Broker,11.99,10.93
 Closed,Pending,M.L.S.,3.63,13.51
Reviewed,Available,Opendoor,14.76,17.96
Reviewed,Close,Bulk,7.52,8.02
Neww,Pending,Internal,9.33,20.73
Closed,Close,Auction.com,7.22,17.26
 Closed,Pending,Bulk,14.84,10.07
 Closed,Close,Internal,13.87,7.91
Accepted Offer,Pend,Auction.com,12.37,12.7
Closed,Pending,Internal,14.28,5.96
Reviewed,Pending,Internal,9.21,25.42
Accepted Offer,Pend,Broker,3.68,5.77
 Closed,Close,M L S,3.91,11.37
 Closed,Kick,Internal,5.84,17.88
Reviewed,Pending,Opendoor,13.92,24.76
Closed,Pending,Bulk,3.05,12.32
Accepted Offer,Always Kick,Auction.com,5.93,24.99
New,Kick,M L S,10.13,15.88
Offered,Close,Opendoor,9.09,29.04
 Closed,Available,Bulk,7.61,27.8
Accepted Offer,Available,Internal,16.54,23.45
 Closed,Cancel,Bulk,6.84,21.38
Cancelled,Available,Internal,7.38,27.33
New,Available,Bulk,12.72,10.21
Cancelled,Pending,Auction.com,2.93,23.71
 Closed, Close ,Opendoor,11.59,16.46
 Closed,Pending,M.L.S.,9.92,27.35
Accepted Offer,Cancelled,M.L.S.,4.08,28.04
 Closed,Pending,Broker,12.46,20.85
Closed,Closed,Internal,19.7,5.55
Offered,Always Kick,Bulk,16.04,18.12
 Closed,Cancelled,Internal,11.91,23.59
 Closed,Always Kick,M.L.S.,10.3,5.83
Neww,Available,Bulk,19.59,10.93
Cancelled,Pend,M L S,9.36,14.1
Neww,Pending, MLS,16.71,7.62
Reviewed,Available,Internal,5.86,23.44
Accepted Offer,Cancel,Opendoor,3.79,24.17
Closed,Always Kick, MLS,2.88,27.5
