Property_Title,Address,Market,Street_Address,City,State,Zip,Property_Type,Tax_Rate,SQFT_Basement,Year_Built,SQFT_MU,SQFT_Total,Parking,Bed,Bath,Layout,Neighborhood_Rating,Latitude,Longitude,Subdivision,School_Average
"13938 Martinez Extensions Suite 271, Dylanfort, MT 91573","13938 Martinez Extensions Suite 271, Dylanfort, MT 91573", Closed,13938 Martinez Extensions Suite 271,Dylanfort,MT,91573,Townhouse,1.74,414,1992,3012,8648,Street,1,2,Ranch,4,39.760729,-91.078731,Curve,7.84
"446 Valerie Gateway, Elizabethport, ME 47259","446 Valerie Gateway, Elizabethport, ME 47259",Tampa,446 Valerie Gateway,Elizabethport,ME,47259,Condo,1.15,327,2019,3487,3600,Driveway,2,3,Ranch,5,35.689649,-80.730041,Meadow,7.89
"82621 Melanie Square Suite 120, Lake Carlaville, NC 84708","82621 Melanie Square Suite 120, Lake Carlaville, NC 84708",Tampa,82621 Melanie Square Suite 120,Lake Carlaville,NC,84708,Townhouse,2.09,484,2006,2878,6737,Driveway,6,2,Colonial,3,37.669602,-101.847779,Orchard,7.98
"58967 Cox Camp, Grahamshire, PA 31833","58967 Cox Camp, Grahamshire, PA 31833",Florida,58967 Cox Camp,Grahamshire,PA,31833,Condo,2.54,1348,1944,787,7986,Street,5,3,Ranch,1,34.872606,-110.317803,Ports,3.8
"35224 Foster Ports Suite 096, Lake Richardtown, AZ 00760","35224 Foster Ports Suite 096, Lake Richardtown, AZ 00760",Florida,35224 Foster Ports Suite 096,Lake Richardtown,AZ,760,SFR,2.39,224,1938,2533,5805,Street,2,4,Ranch,2,35.351219,-113.325242,Common,4.12
"7196 Joseph Plaza Apt. 650, North Charles, ID 65853","7196 Joseph Plaza Apt. 650, North Charles, ID 65853",Atlanta,7196 Joseph Plaza Apt. 650,North Charles,ID,65853,SFR,2.66,825,1965,2926,9733,Street,6,3,Ranch,3,33.078693,-83.588049,Glens,6.16
"029 Wilkerson Street Apt. 865, Lake Angelamouth, NJ 88554","029 Wilkerson Street Apt. 865, Lake Angelamouth, NJ 88554", Closed,029 Wilkerson Street Apt. 865,Lake Angelamouth,NJ,88554,Condo,1.94,262,1922,1444,7824,Street,4,3,Split,5,41.387894,-95.758139,Unions,7.46
"5677 Anderson Pine Suite 595, East Stephanie, HI 70184","5677 Anderson Pine Suite 595, East Stephanie, HI 70184",Florida,5677 Anderson Pine Suite 595,East Stephanie,HI,70184,Duplex,1.8,151,2015,2665,5902,Driveway,4,2,Split,3,37.375107,-102.798691,Station,9.48
"59509 Frazier Union Apt. 305, Anntown, LA 66356","59509 Frazier Union Apt. 305, Anntown, LA 66356",Dallas,59509 Frazier Union Apt. 305,Anntown,LA,66356,SFR,1.99,362,2001,507,5807,Garage,3,4,Ranch,3,33.519051,-116.442209,Green,6.86
"81158 Valerie Spring Apt. 285, Lake Jerryburgh, KS 53016","81158 Valerie Spring Apt. 285, Lake Jerryburgh, KS 53016",Atlanta,81158 Valerie Spring Apt. 285,Lake Jerryburgh,KS,53016,Condo,3.1,1367,1972,1728,9596,Garage,1,3,Colonial,5,33.584404,-116.018532,Mews,6.9
"3564 Adrian Locks, North Taylor, IL 66748","3564 Adrian Locks, North Taylor, IL 66748",Chicago,3564 Adrian Locks,North Taylor,IL,66748,SFR,2.98,1374,1998,1805,4292,Garage,3,4,Ranch,4,34.403565,-87.823305,Station,4.3
"2257 Ryan Curve Suite 982, Jasonmouth, MP 49986","2257 Ryan Curve Suite 982, Jasonmouth, MP 49986", Closed,2257 Ryan Curve Suite 982,Jasonmouth,MP,49986,Condo,1.29,649,1932,2270,7192,Street,2,2,Ranch,3,38.084623,-116.097292,Gardens,8.14
"81257 Mitchell Summit, South Adamhaven, UT 09110","81257 Mitchell Summit, South Adamhaven, UT 09110",Chicago,81257 Mitchell Summit,South Adamhaven,UT,9110,SFR,1.19,1271,1988,633,8100,Street,6,2,Ranch,2,37.759958,-106.315684,Mountains,8.57
"8401 Harper Villages, Michaelhaven, NM 97351","8401 Harper Villages, Michaelhaven, NM 97351",Florida,8401 Harper Villages,Michaelhaven,NM,97351,Duplex,3.08,967,1981,1157,6551,Street,3,4,Ranch,3,37.819452,-115.49411,Lakes,5.71
"76777 White Road Apt. 617, Rachelport, ID 27832","76777 White Road Apt. 617, Rachelport, ID 27832", Closed,76777 White Road Apt. 617,Rachelport,ID,27832,Townhouse,1.37,895,2001,553,5880,Driveway,3,3,Colonial,1,36.816268,-98.573122,Ranch,5.84
"0830 Stephanie Square, Millerview, LA 68739","0830 Stephanie Square, Millerview, LA 68739",Tampa,0830 Stephanie Square,Millerview,LA,68739,Single Family Home,2.66,287,1921,1434,9451,Driveway,4,2,Ranch,2,33.089721,-106.057438,Vista,5.88
"9960 Larson Parkway, Alanville, MS 54119","9960 Larson Parkway, Alanville, MS 54119",Dallas,9960 Larson Parkway,Alanville,MS,54119,Townhouse,2.12,325,2014,2842,9076,Street,5,1,Ranch,3,40.042955,-116.851929,Inlet,4.21
"338 Moreno Junction, Barnesfort, ID 35687","338 Moreno Junction, Barnesfort, ID 35687",Dallas,338 Moreno Junction,Barnesfort,ID,35687,SFR,2.46,214,1941,3070,6788,Driveway,1,4,Ranch,4,37.59922,-98.466635,Corner,4.13
"0526 Laura Track, Lake James, WA 37556","0526 Laura Track, Lake James, WA 37556", Closed,0526 Laura Track,Lake James,WA,37556,Condo,1.72,903,2008,660,5250,Garage,5,3,Ranch,3,40.636788,-89.867255,Island,9.16
"06307 Garrett Forge Apt. 879, West Robert, CO 42866","06307 Garrett Forge Apt. 879, West Robert, CO 42866", Closed,06307 Garrett Forge Apt. 879,West Robert,CO,42866,Single Family Home,2.84,1159,1972,2014,7089,Driveway,2,1,Ranch,1,35.464542,-115.062215,Walk,3.45
"7674 Landry Track Apt. 761, Jamesland, OK 03061","7674 Landry Track Apt. 761, Jamesland, OK 03061",Chicago,7674 Landry Track Apt. 761,Jamesland,OK,3061,Townhouse,2.7800000000000002,1191,1983,3134,6167,Driveway,1,1,Colonial,3,37.472173,-90.375318,Fords,3.77
"80405 Weaver Walk Suite 131, Blackville, LA 41850","80405 Weaver Walk Suite 131, Blackville, LA 41850",Tampa,80405 Weaver Walk Suite 131,Blackville,LA,41850,Duplex,2.94,1780,2019,3404,9897,Garage,2,1,Ranch,5,39.50689,-116.906172,Common,6.12
"83315 Sherry Lodge, South Shaunmouth, PR 19053","83315 Sherry Lodge, South Shaunmouth, PR 19053",Florida,83315 Sherry Lodge,South Shaunmouth,PR,19053,Duplex,1.16,730,1952,3103,6203,Street,1,4,Ranch,2,35.084151,-78.688737,Coves,6.19
"53126 Justin Fall Suite 368, Baldwinburgh, NM 15961","53126 Justin Fall Suite 368, Baldwinburgh, NM 15961",Atlanta,53126 Justin Fall Suite 368,Baldwinburgh,NM,15961,Townhouse,1.4,1596,1932,1854,8408,Street,2,2,Ranch,1,40.076008,-93.980074,Spur,3.9699999999999998
"88649 Amanda Street Suite 444, South David, ND 51579","88649 Amanda Street Suite 444, South David, ND 51579",Dalas,88649 Amanda Street Suite 444,South David,ND,51579,Townhouse,1.03,505,1962,1882,5448,Garage,1,4,Ranch,4,41.253735,-96.753124,Street,4.08
"06360 Baxter Avenue Suite 230, Victoriastad, AZ 86471","06360 Baxter Avenue Suite 230, Victoriastad, AZ 86471",Dalas,06360 Baxter Avenue Suite 230,Victoriastad,AZ,86471,Single Family Home,2.7800000000000002,596,1972,656,8700,Driveway,6,3,Ranch,4,33.284043,-95.888831,Square,8.91
"95890 Wright Creek, Lake Michellechester, NE 79926","95890 Wright Creek, Lake Michellechester, NE 79926",Tampa,95890 Wright Creek,Lake Michellechester,NE,79926,Townhouse,2.39,1450,1922,2983,9036,Garage,4,3,Colonial,5,35.206657,-114.549992,Pike,5.01
"831 Allison Viaduct, Oliverport, MN 05133","831 Allison Viaduct, Oliverport, MN 05133",Chicago,831 Allison Viaduct,Oliverport,MN,5133,Condo,3.26,1792,1938,2863,6590,Street,6,3,Split,2,37.929802,-92.678852,Extensions,3.5300000000000002
"54116 Frederick Bridge Apt. 082, South Natashamouth, CO 90434","54116 Frederick Bridge Apt. 082, South Natashamouth, CO 90434",Chicgo,54116 Frederick Bridge Apt. 082,South Natashamouth,CO,90434,Single Family Home,1.75,817,1928,1664,8124,Driveway,1,4,Split,2,34.727535,-98.285933,Extension,4.25
"976 Wayne Meadow Suite 410, Port Erika, UT 50921","976 Wayne Meadow Suite 410, Port Erika, UT 50921",Chicgo,976 Wayne Meadow Suite 410,Port Erika,UT,50921,Condo,2.2,1315,1965,1673,8157,Street,6,4,Ranch,2,36.078541,-115.043905,Views,3.24
"709 Christina Dam Suite 859, West Christine, CT 66150","709 Christina Dam Suite 859, West Christine, CT 66150",Chicago,709 Christina Dam Suite 859,West Christine,CT,66150,SFR,2.37,728,1982,3018,9149,Street,3,4,Split,5,40.870321,-103.167227,Creek,6.33
"899 Friedman Island Apt. 449, Robertsmouth, RI 10767","899 Friedman Island Apt. 449, Robertsmouth, RI 10767", Closed,899 Friedman Island Apt. 449,Robertsmouth,RI,10767,Condo,2.23,551,2006,3045,4564,Street,4,3,Colonial,4,36.890946,-107.718052,Throughway,7.35
"26753 David Dam, Ortizton, AK 81496","26753 David Dam, Ortizton, AK 81496",Tampa,26753 David Dam,Ortizton,AK,81496,SFR,2.09,750,1995,917,6048,Street,6,4,Ranch,1,33.913861,-115.346604,Lane,3.04
"39496 Ryan Row Suite 031, Port Sharonchester, OH 07587","39496 Ryan Row Suite 031, Port Sharonchester, OH 07587",Atlanta,39496 Ryan Row Suite 031,Port Sharonchester,OH,7587,Duplex,3.04,1094,2014,1276,8877,Street,2,4,Split,5,41.993,-102.641978,Plains,7.69
"72776 Marcus Shoal Suite 294, New Brian, MI 53703","72776 Marcus Shoal Suite 294, New Brian, MI 53703",Chicgo,72776 Marcus Shoal Suite 294,New Brian,MI,53703,Single Family Home,2.99,1477,1969,1408,8874,Street,2,3,Ranch,3,39.263294,-113.167023,Garden,5.38
"2296 Rojas Rapid Suite 746, South Erintown, MT 30064","2296 Rojas Rapid Suite 746, South Erintown, MT 30064",Chicgo,2296 Rojas Rapid Suite 746,South Erintown,MT,30064,Condo,3.2800000000000002,546,1952,3280,7966,Street,6,1,Split,4,34.285068,-112.527706,Locks,4.19
"512 Green Expressway Suite 406, Fieldshaven, IL 88987","512 Green Expressway Suite 406, Fieldshaven, IL 88987",Chicgo,512 Green Expressway Suite 406,Fieldshaven,IL,88987,Condo,3.37,442,1988,1908,3550,Street,3,4,Split,5,37.08083,-79.528492,Rest,7.74
"083 Alexander Key, New Karl, OR 94652","083 Alexander Key, New Karl, OR 94652",Tampa,083 Alexander Key,New Karl,OR,94652,Single Family Home,2.8200000000000003,737,1949,2205,5965,Street,6,1,Colonial,3,41.527501,-83.325124,Lodge,9.79
"662 Troy Club Suite 663, Lake Markberg, FM 39482","662 Troy Club Suite 663, Lake Markberg, FM 39482",Chicgo,662 Troy Club Suite 663,Lake Markberg,FM,39482,Townhouse,3.0,1810,2010,2191,3784,Street,6,4,Ranch,4,40.393893,-86.896376,Passage,9.25
"79842 Johnson Run Suite 360, West Alyssaborough, FM 01926","79842 Johnson Run Suite 360, West Alyssaborough, FM 01926",Dallas,79842 Johnson Run Suite 360,West Alyssaborough,FM,1926,Townhouse,1.6800000000000002,334,1935,687,9654,Driveway,1,1,Colonial,4,36.720498,-104.054782,Tunnel,5.84
"56918 Troy Mission, South Matthewville, WV 25595","56918 Troy Mission, South Matthewville, WV 25595",Atlanta,56918 Troy Mission,South Matthewville,WV,25595,Single Family Home,2.29,107,2015,868,8365,Driveway,5,3,Colonial,3,40.4114,-98.270243,Freeway,8.65
"5118 Barbara Motorway Apt. 394, Dianestad, PR 27169","5118 Barbara Motorway Apt. 394, Dianestad, PR 27169",Dallas,5118 Barbara Motorway Apt. 394,Dianestad,PR,27169,Condo,1.45,1293,1986,1078,3997,Street,2,2,Split,2,40.810646,-85.919298,Brooks,9.69
"32394 Salas Plains Apt. 641, New Heather, RI 50072","32394 Salas Plains Apt. 641, New Heather, RI 50072",Dallas,32394 Salas Plains Apt. 641,New Heather,RI,50072,SFR,1.31,728,1933,1984,4630,Driveway,5,4,Split,3,34.640486,-86.563588,Circles,3.23
"60433 Derek Wall, North Williamshire, SD 78247","60433 Derek Wall, North Williamshire, SD 78247", Closed,60433 Derek Wall,North Williamshire,SD,78247,Duplex,2.62,1826,2010,1894,6965,Street,2,2,Ranch,5,36.811647,-100.171013,Wells,5.61
"596 Houston Underpass Apt. 341, Susanport, RI 94097","596 Houston Underpass Apt. 341, Susanport, RI 94097",Florida,596 Houston Underpass Apt. 341,Susanport,RI,94097,Townhouse,1.32,972,1961,866,7193,Garage,6,1,Ranch,1,39.390814,-116.667318,Street,5.45
"37691 Candace Lane Apt. 217, North Sherry, AZ 28102","37691 Candace Lane Apt. 217, North Sherry, AZ 28102",Florida,37691 Candace Lane Apt. 217,North Sherry,AZ,28102,SFR,1.35,646,1964,601,4309,Driveway,6,3,Ranch,3,38.194339,-101.93534,Crest,8.93
"17156 Jeremy Union Suite 243, New Heatherberg, AK 96692","17156 Jeremy Union Suite 243, New Heatherberg, AK 96692", Closed,17156 Jeremy Union Suite 243,New Heatherberg,AK,96692,Townhouse,1.52,688,1930,1121,6561,Driveway,2,2,Ranch,3,39.670155,-106.426763,Corners,5.53
"462 Richardson Shore Apt. 432, South Christine, FM 29719","462 Richardson Shore Apt. 432, South Christine, FM 29719",Chicgo,462 Richardson Shore Apt. 432,South Christine,FM,29719,SFR,1.65,1638,2015,834,5938,Street,3,3,Colonial,1,39.063226,-113.688177,Avenue,3.09
"08005 Karen Street Suite 627, Katherineview, CA 72669","08005 Karen Street Suite 627, Katherineview, CA 72669",Florida,08005 Karen Street Suite 627,Katherineview,CA,72669,Duplex,3.14,1861,1973,831,7095,Street,6,3,Split,1,40.497604,-106.161848,Ford,8.44
"934 Cristian Squares Suite 292, Michaeltown, NE 52164","934 Cristian Squares Suite 292, Michaeltown, NE 52164",Atlanta,934 Cristian Squares Suite 292,Michaeltown,NE,52164,Duplex,2.31,594,1949,1800,8255,Street,5,3,Ranch,1,38.751544,-87.435426,Viaduct,9.11
"496 David Road Apt. 270, Port Emmastad, CT 62390","496 David Road Apt. 270, Port Emmastad, CT 62390",Chicago,496 David Road Apt. 270,Port Emmastad,CT,62390,SFR,2.12,280,1988,2126,5053,Garage,5,4,Ranch,3,34.401625,-109.168313,Ridges,8.44
"2948 Jason Plain, Christophershire, NM 15154","2948 Jason Plain, Christophershire, NM 15154",Atlanta,2948 Jason Plain,Christophershire,NM,15154,Single Family Home,2.21,1052,1946,3012,5938,Garage,2,1,Split,2,36.100368,-82.735918,Road,6.33
"78018 Reid Island Suite 357, Lauramouth, TX 22967","78018 Reid Island Suite 357, Lauramouth, TX 22967",Dallas,78018 Reid Island Suite 357,Lauramouth,TX,22967,Townhouse,2.42,1354,1923,1582,4532,Driveway,6,1,Split,5,40.027764,-84.591272,Street,4.62
"31637 Brown Roads, New Erik, SC 79778","31637 Brown Roads, New Erik, SC 79778",Dallas,31637 Brown Roads,New Erik,SC,79778,Single Family Home,3.12,1727,1988,1731,4114,Driveway,1,2,Ranch,4,36.033488,-110.000683,Center,3.95
"24018 Hill Ford Apt. 791, Johnsonberg, WI 43959","24018 Hill Ford Apt. 791, Johnsonberg, WI 43959",Chicgo,24018 Hill Ford Apt. 791,Johnsonberg,WI,43959,Single Family Home,1.73,1391,1928,654,4859,Driveway,2,1,Ranch,1,35.087954,-81.000593,Stream,6.39
"3172 Cooper Courts Apt. 782, New Jamesview, VI 26944","3172 Cooper Courts Apt. 782, New Jamesview, VI 26944",Florida,3172 Cooper Courts Apt. 782,New Jamesview,VI,26944,SFR,1.6600000000000001,890,1963,3402,3549,Driveway,1,2,Ranch,2,41.27286,-73.28242,Glens,8.14
"11604 Joshua Passage Apt. 674, Bryanthaven, WY 22888","11604 Joshua Passage Apt. 674, Bryanthaven, WY 22888",Dallas,11604 Joshua Passage Apt. 674,Bryanthaven,WY,22888,Townhouse,2.5300000000000002,1053,1984,1790,9937,Street,6,4,Ranch,2,41.593421,-99.785074,Knolls,9.24
"161 Hamilton Road Apt. 828, Gonzalezton, ME 95013","161 Hamilton Road Apt. 828, Gonzalezton, ME 95013",Dallas,161 Hamilton Road Apt. 828,Gonzalezton,ME,95013,Duplex,2.03,1050,1956,1171,5277,Driveway,2,1,Ranch,5,35.961052,-75.194998,Ranch,3.96
"49151 Hannah Shore, South Melissa, AL 59212","49151 Hannah Shore, South Melissa, AL 59212",Tampa,49151 Hannah Shore,South Melissa,AL,59212,Duplex,3.27,1386,1946,2935,9273,Garage,2,3,Ranch,3,35.237391,-114.701799,Path,8.21
"25147 Brenda Isle, Heatherfort, ID 22365","25147 Brenda Isle, Heatherfort, ID 22365",Chicgo,25147 Brenda Isle,Heatherfort,ID,22365,Single Family Home,2.06,336,1993,3071,6489,Driveway,6,1,Colonial,1,33.209792,-80.842555,Haven,7.23
"13854 Tamara Isle Apt. 110, East Katherineland, WI 02710","13854 Tamara Isle Apt. 110, East Katherineland, WI 02710",Chicgo,13854 Tamara Isle Apt. 110,East Katherineland,WI,2710,Single Family Home,1.34,215,1924,1923,4606,Street,4,3,Split,3,35.89855,-86.240117,Drive,5.03
"563 Rocha Mission, Nancyton, MH 81212","563 Rocha Mission, Nancyton, MH 81212",Dallas,563 Rocha Mission,Nancyton,MH,81212,Duplex,1.34,213,2015,2729,9418,Street,5,4,Ranch,2,37.085426,-89.295377,Islands,4.9
"89245 Joseph Walk Suite 510, Melissahaven, MA 93720","89245 Joseph Walk Suite 510, Melissahaven, MA 93720",Dallas,89245 Joseph Walk Suite 510,Melissahaven,MA,93720,Single Family Home,2.46,386,2006,3196,5256,Driveway,6,4,Ranch,2,37.22856,-93.446522,Plains,7.86
"73389 Moon Courts, West Taylorfurt, PA 29979","73389 Moon Courts, West Taylorfurt, PA 29979",Florida,73389 Moon Courts,West Taylorfurt,PA,29979,Condo,2.8200000000000003,1411,2012,3325,9740,Street,2,4,Ranch,3,35.529198,-89.859122,Drive,9.45
"29736 Meyer Path Apt. 680, North Roberta, TN 77820","29736 Meyer Path Apt. 680, North Roberta, TN 77820",Florida,29736 Meyer Path Apt. 680,North Roberta,TN,77820,Single Family Home,3.03,1458,1953,1957,7466,Street,1,3,Ranch,4,35.91587,-106.194523,Meadows,3.69
"759 Holt Throughway Suite 942, Thomaston, MA 01094","759 Holt Throughway Suite 942, Thomaston, MA 01094",Chicago,759 Holt Throughway Suite 942,Thomaston,MA,1094,Single Family Home,2.37,333,1963,2245,8749,Street,6,3,Split,5,37.110603,-77.41785,Parks,7.61
"31530 Michelle Trail, North Joyceland, ME 10988","31530 Michelle Trail, North Joyceland, ME 10988",Dalas,31530 Michelle Trail,North Joyceland,ME,10988,Townhouse,3.09,198,2019,2319,5689,Street,2,2,Colonial,5,36.694356,-87.917413,Crest,4.61
"339 Price Dale Apt. 008, New Crystal, PR 72411","339 Price Dale Apt. 008, New Crystal, PR 72411",Dallas,339 Price Dale Apt. 008,New Crystal,PR,72411,Duplex,2.89,1032,2012,1335,7142,Garage,1,1,Ranch,3,41.439041,-73.474266,Plain,3.84
"30292 Christopher Knoll Suite 957, Port Vincentmouth, AZ 97456","30292 Christopher Knoll Suite 957, Port Vincentmouth, AZ 97456",Dallas,30292 Christopher Knoll Suite 957,Port Vincentmouth,AZ,97456,Townhouse,2.62,1164,2020,1188,7585,Street,3,4,Colonial,3,40.301882,-96.31748,Island,8.87
"28051 Monroe Mission Apt. 785, South Antonioview, GA 59185","28051 Monroe Mission Apt. 785, South Antonioview, GA 59185",Dalas,28051 Monroe Mission Apt. 785,South Antonioview,GA,59185,Condo,1.88,1063,1994,508,5957,Street,2,4,Ranch,4,36.415727,-95.179377,Creek,5.25
"062 Kathleen Manor Suite 821, Gregorytown, AK 95507","062 Kathleen Manor Suite 821, Gregorytown, AK 95507",Chicgo,062 Kathleen Manor Suite 821,Gregorytown,AK,95507,SFR,2.05,181,1991,1258,4375,Street,1,4,Colonial,5,40.164857,-97.717921,Stream,9.08
"9768 Alexander Track Suite 028, Wongfort, ME 00721","9768 Alexander Track Suite 028, Wongfort, ME 00721",Atlanta,9768 Alexander Track Suite 028,Wongfort,ME,721,SFR,1.8399999999999999,855,1925,1673,9919,Street,6,2,Split,1,37.694147,-104.478022,Village,8.0
"1253 Jose Stream, Williamsbury, PW 74460","1253 Jose Stream, Williamsbury, PW 74460",Atlanta,1253 Jose Stream,Williamsbury,PW,74460,Townhouse,3.27,870,1983,710,9361,Street,4,4,Colonial,4,38.093624,-107.955906,Ridges,3.96
"57479 Edward Path Apt. 953, Jeffreyton, KY 49122","57479 Edward Path Apt. 953, Jeffreyton, KY 49122",Florida,57479 Edward Path Apt. 953,Jeffreyton,KY,49122,Single Family Home,3.45,1051,1950,768,8677,Driveway,2,2,Split,5,37.826899,-95.661827,Camp,3.36
"6122 Lindsey Lock, Port Roy, SC 07771","6122 Lindsey Lock, Port Roy, SC 07771",Florida,6122 Lindsey Lock,Port Roy,SC,7771,Townhouse,1.43,254,1948,2007,5153,Driveway,6,4,Ranch,1,38.323504,-105.247833,Expressway,9.52
"503 Clinton Ferry, East Karen, MN 31097","503 Clinton Ferry, East Karen, MN 31097",Atlanta,503 Clinton Ferry,East Karen,MN,31097,SFR,1.72,301,1975,3008,6868,Garage,6,4,Split,4,35.44671,-84.932418,Divide,5.09
"310 West Corner, Lorifort, NM 21787","310 West Corner, Lorifort, NM 21787",Atlanta,310 West Corner,Lorifort,NM,21787,SFR,2.98,483,1983,2177,7238,Street,5,1,Ranch,5,35.720512,-95.814279,Village,7.67
"1088 Smith Inlet Suite 851, Lake William, PA 64099","1088 Smith Inlet Suite 851, Lake William, PA 64099",Chicgo,1088 Smith Inlet Suite 851,Lake William,PA,64099,Duplex,2.39,684,1984,516,5600,Street,2,1,Colonial,5,41.098692,-86.829176,Falls,7.19
"62313 Smith Loop Suite 282, East Lori, KS 35847","62313 Smith Loop Suite 282, East Lori, KS 35847",Chicgo,62313 Smith Loop Suite 282,East Lori,KS,35847,SFR,3.1,1744,2001,3027,9564,Driveway,2,3,Ranch,3,39.432783,-88.758357,Isle,4.46
"842 Anna Haven Suite 524, Robinberg, GU 36913","842 Anna Haven Suite 524, Robinberg, GU 36913", Closed,842 Anna Haven Suite 524,Robinberg,GU,36913,SFR,2.95,325,1941,1486,4981,Street,2,1,Split,2,34.920961,-106.394574,Falls,7.93
"71488 Mackenzie Shoal Apt. 177, North Sean, NC 93191","71488 Mackenzie Shoal Apt. 177, North Sean, NC 93191",Florida,71488 Mackenzie Shoal Apt. 177,North Sean,NC,93191,Condo,3.44,652,2013,913,9202,Driveway,5,2,Ranch,3,33.261126,-105.509061,Union,6.26
"12176 Charles Ports, South Jeremyshire, WA 60621","12176 Charles Ports, South Jeremyshire, WA 60621", Closed,12176 Charles Ports,South Jeremyshire,WA,60621,Condo,1.5,682,1946,689,5088,Driveway,3,4,Split,2,37.424408,-81.887437,Forks,8.49
"131 Justin Neck, Ashleyville, NM 57208","131 Justin Neck, Ashleyville, NM 57208",Atlanta,131 Justin Neck,Ashleyville,NM,57208,Single Family Home,3.43,817,1940,716,7075,Street,2,4,Split,1,36.914799,-74.563034,Light,9.03
"027 Barrera Overpass Suite 265, Jenniferland, WA 74503","027 Barrera Overpass Suite 265, Jenniferland, WA 74503",Chicgo,027 Barrera Overpass Suite 265,Jenniferland,WA,74503,Single Family Home,2.2800000000000002,691,1963,1456,5820,Street,6,3,Ranch,1,38.518145,-113.447676,Village,4.37
"65076 Martin Alley, West Derek, FM 07563","65076 Martin Alley, West Derek, FM 07563",Dalas,65076 Martin Alley,West Derek,FM,7563,Single Family Home,1.31,1403,2008,2988,9943,Street,6,2,Ranch,4,35.977515,-84.900872,Route,7.94
"73003 Diaz Hill, Mckaybury, LA 26950","73003 Diaz Hill, Mckaybury, LA 26950",Atlanta,73003 Diaz Hill,Mckaybury,LA,26950,Townhouse,2.08,29,1933,2016,3608,Street,3,1,Ranch,3,37.233591,-116.871641,Groves,8.18
"41174 Carpenter Fields, Christinaburgh, CO 64593","41174 Carpenter Fields, Christinaburgh, CO 64593",Tampa,41174 Carpenter Fields,Christinaburgh,CO,64593,Condo,2.76,821,1999,1721,3823,Garage,5,4,Ranch,3,34.546572,-74.056756,Junction,3.7800000000000002
"06331 Smith Common, Nicholasfort, AR 68682","06331 Smith Common, Nicholasfort, AR 68682",Dallas,06331 Smith Common,Nicholasfort,AR,68682,Single Family Home,1.75,1872,2000,3405,5643,Driveway,5,2,Ranch,1,38.679055,-109.283833,Crescent,6.0
